Borough,Norm_Courts,Norm_Felonies,Norm_Misdemeanors,Norm_Violations,Norm_Arrests
Brooklyn,0.24649374530609364,10.826711501819165,13.077749423829358,0.323225958032233,24.227686883680757
Manhattan,0.13693366567291387,7.304112554751333,10.1667344448963,0.35945087239139895,17.830297872039033
Queens,0.11141301636607324,4.9753394771237485,6.506021291526292,0.18166973191035077,11.66303050056039
Staten Island,0.13716674029293166,4.401438637046719,6.902714489447238,0.018154421509358604,11.322307548003316
Bronx,0.1548225177129183,7.977433938997212,11.220558257404658,0.11951211893628781,19.31750431533816
