Prop_ID,Name,Location,Num_of_Courts,Accessible,lat,lon
M138,Bo Jangles Playground,W. 150 St. & 7 Ave.,,N,40.8253,-73.9372
M200,Booker T. Washington Playground,W. 108 St. & Columbus Ave.,,N,40.8011,-73.9641
M081,Carl Schurz Park,E. 84 St. & York Ave.,,N,40.7739,-73.9441
M018,Carmansville Playground,W. 151 to 152 Sts. and Amsterdam Ave.,,N,40.8294,-73.9443
M010,Central Park,North Meadow (mid-park at 97th Street),,N,40.7911,-73.9598
M010,Central Park,Great Lawn,,N,40.7826,-73.9644
M011,Chelsea Park,W. 28 St. between 9 and 10 Aves.,,N,40.7498,-74.0004
M171,Cherry Playground,"Clinton, Cherry and Water Sts.",,N,40.7113,-73.9861
M215,Cherry Tree Park,E. 99 St. & 3 Ave.,,N,40.7875,-73.9471
M186,Col. Young Playground (Front),W. 145 St. & Lenox Ave.,,N,40.8201,-73.9361
M186,Col. Young Playground (Rear),W. 143 to 144 St. and Hudson River Dr.,,N,40.8187,-73.9348
M015,Columbus Park,Worth & Mulberry Sts.,,N,40.7145,-74.0
M237,Corp. Seravalli Park,Hudson St. between Gansevoort and Horatio Sts.,,N,40.7391,-74.0046
M155,Courtney Callender Playground,130 to 131 Sts. and 5th Ave.,,N,40.8099,-73.94
M208E,Crack is Wack,E. 128 St. & 2 Ave.,,N,40.8044,-73.9318
M108A,DeSalvio Playground,Spring & Mulberry Sts.,,N,40.8009,-73.9309
M022,De Witt Clinton Park,W. 53rd St. between 11 and 12 Aves.,,N,40.7685,-73.9947
M270,Dry Dock Park,E. 10 St. & Ave. D,,N,40.7253,-73.9752
M144,East River Park,E. 10 St. & FDR Drive,,N,40.7249,-73.9724
M258,East River Playground / PS 146,106 St. & FDR Drive,,N,40.7891,-73.9385
M116,Essex Playground,"Essex, Norfolk and E. Houston St.",,N,40.7218,-73.986
M124,First Park,E. Houston to E. 1 St.,,N,40.7235,-73.9898
M160,Fred Samuels Playground,139 to 140 Sts. and Lenox Ave.,,N,40.8173,-73.9392
M220,Frederick Douglass Playground,W. 100 to 102 Sts. and Amsterdam Ave.,,N,40.7969,-73.9679
M037,Ft. George Playground,Ft. George Ave. & W. 192 St.,,N,40.8579,-73.9247
M028,Ft. Washington Playground,161st Street & Henry Hudson Parkway,,N,40.8385,-73.9485
M222,Grand & Canal Courts,Grand & Canal Sts.,,N,40.7222,-74.0051
M065,Gulick Playground,Columbia & Delancey Sts.,,N,40.7159,-73.9819
M221,Gutenberg PlaygroundLa Gu,W. 49 St. between 9 and 10 Aves.,,N,40.7636,-73.9902
M033,Hamilton Fish Playground,128 Pitt St.,,N,40.7194,-73.9806
M041,Hamilton Place,W. 140 St. & Hamilton Pl.,,N,40.8229,-73.9515
M229,Happy Warrior Playground,W. 98 Sts. & Amsterdam Ave.,,N,40.7956,-73.9683
M141,Harlem Lane Playground,151 to 154 Sts. and Hudson River Drive,,N,40.826,-73.9348
M277,Hell's Kitchen Park,W. 47 St. & 10 Ave.,,N,40.763,-73.9926
M037,Highbridge Play Center (Indoors),W. 173 St. & Amsterdam Ave.,,N,40.8426,-73.9337
M216,Greg Marius Court,156 St. & 8 Ave.,,N,40.8295,-73.9363
M217,Howard Bennett Playground,135 St. & Lenox Terrace,2.0,N,40.8135,-73.9387
M042,Inwood Park,207 St.,,N,40.8703,-73.922
M099,J. Hood Wright Playground (*Under Construction),176 St. & Ft. Washington Ave.,,Y,40.8466,-73.9406
M014,Jackie Robinson Park,150 St. & Bradhurst Ave.,,N,40.8266,-73.9408
M228,Jackson Playground,Jackson St. between Madison & Henry Sts.,,N,40.7139,-73.9813
M029,Jacob Javits Playground,Cabrini Blvd. & Cobrin Circle,,N,40.8591,-73.9349
M223,Jacob Schiff Playground,W. 136 St. & Amsterdam Ave.,,N,40.8203,-73.9524
M111,James Weldon Playground / PS 57,E. 115 St. & Lexington Ave.,,N,40.7973,-73.9419
M045,John Jay Park,E. 77 St. & FDR Drive,,N,40.7687,-73.9498
M066,Kelly Playground,W. 17 St. between 8 and 9 Aves.,,N,40.7419,-74.002
M199,Kett Playground,W. 204 St. & Nagles Ave.,,N,40.8624,-73.9211
M132,La Guardia Hospital Playground-Rutgers Pool/Little Flower Playground,Madison St. opposite Jefferson St.,,N,40.7124,-73.9883
M058,Marcus Garvey Park,E. 120 to 124 Sts. and Madison Ave.,,N,40.8033,-73.9431
M198,Martin Luther King Jr. Playground,113 to 114 St. and Lenox Ave.,,N,40.7999,-73.9503
M154,May Mathews Playground,W. 46 St. between 9 and 10 Aves.,,N,40.7614,-73.9926
M161,McCaffrey Playground,W. 43 St. between 8 and 9 Aves.,,N,40.759,-73.9911
M259,McKinley Playground,Ave. A between E. 3 St. and E. 4 St.,,N,40.7242,-73.9857
M204,Moore Playground / PS 133,E. 131 St. & Madison Ave.,,N,40.8095,-73.9386
M056,Morningside Park,W. 113 St. & Morningside,,Y,40.8031,-73.958
M056,Morningside Park,W. 116 St. & Morningside,,Y,40.8074,-73.9573
M056,Morningside Park,W. 123 St. & Morningside,,Y,40.8107,-73.9551
M239,Morningside Playground,E. 118 St. & 2 Ave.,,N,40.7975,-73.9356
M037,Multi Purpose Playground,W. 175 St. & Amsterdam Ave.,,N,40.8448,-73.9328
M059,Murphy Playground,Ave. C & E. 17 St.,,N,40.7304,-73.9738
M108J,Pedestrian Landing (Each One Teach One) Playground,E. 120 St. & FDR Drive,,N,,
M249,Penn South Playground,W. 26 St. between 8 and 9 Aves.,,N,40.7478,-73.9989
M227,Peters Field Playground,"2 Ave., E. 20 St. and E. 21 St.",,N,40.7363,-73.9818
M108G,Playground 103,103rd St. & FDR Drive,,N,40.787,-73.9393
M233,Playground 70,"W 70 St., West End Ave, and Amsterdam Ave.",,N,40.7771,-73.9837
M230,Poor Richard Playground,E. 109 St. & 3 Ave.,,N,40.7926,-73.9433
M205,PS 125 Playground,Morningside Ave. and W. 123 to 124 Sts.,,N,40.811,-73.956
M245,Renaissance Playground,143 to 144 St. and 8 Ave.,,N,40.8211,-73.9415
M072,Riverbank Park,148 St. & Henry Hudson Parkway,,N,40.8257,-73.9538
M158,Robert Moses Playground,E. 42 St. & FDR Drive,,N,40.7484,-73.9693
M158,Robert Wagner Playground,E. 121 St. & 2 Ave.,,N,40.7484,-73.9693
M184,Samuel Bennerson,W. 63 to 64 Sts. between West End & Amsterdam Aves.,,N,40.7738,-73.9867
M105,Sara D. Roosevelt Park (A),Stanton St.,,Y,40.7231,-73.9909
M105,Sara D. Roosevelt Park (B),Delancey St. between Forsythe and Christie Sts.,,Y,40.7221,-73.9914
M105,Sara D. Roosevelt Park (D),Canal to Hester Sts.,,Y,40.7175,-73.9937
M236,Seabury Playground,Lexington Ave. & E. 95 St.,,N,40.7853,-73.9511
M082,Seward Park,"Canal, Hester and Jefferson Sts.",,N,40.7148,-73.9892
M195,Sidney Hillman / PS 110,Lewis & Delancey Sts.,,N,40.7151,-73.9798
M244,Sol Bloom Playground,W. 70 St. between Central Park West and Columbus Ave.,,N,40.7896,-73.9685
M235,Sol Lain Playground,E. Bway & Henry St.,,N,40.7144,-73.9839
M079,St. Catherine's Park,1 Ave. and E. 67 to 68 Sts.,,N,40.7654,-73.9592
M077,St. Nicholas Park,W. 141 St. & St. Nicholas Ave.,,N,40.816,-73.9489
M077,St. Nicholas Park,W. 133 St. & St. Nicholas Ave.,,N,40.8213,-73.9467
M077,St. Nicholas Playground (North),129 to 130 St. & 7 Ave.,,N,40.8123,-73.9469
M077,St. Nicholas Playground (South),128 St. & 7 Ave.,,N,40.8111,-73.9475
M077,St. Nicholas Terrace,W. 129 St. & St. Nicholas Ave.,,N,40.8131,-73.9512
M076,St. Vartan's Playground,2 Ave. and E. 35 to E. 36 Sts.,,N,40.7457,-73.9746
M192,Stanley Isaacs Playground,1 Ave. & E. 96 St.,,N,40.7835,-73.9442
M037,Sunken Playground,W. 167 St. & Edgecombe Ave.,,N,40.8376,-73.9362
M206,Tanahey Playground,Cherry St. to Water St.,,N,40.7101,-73.9948
M219,Tecumseh Playground,W. 77 St. & Amsterdam Ave.,,N,40.7816,-73.9785
M047,Thomas Jefferson Park,2180 1 Ave.,,N,40.7923,-73.9356
M069,Thompson Playground,Thompson & Spring Sts.,,N,40.7253,-74.0024
M088,Tompkins Sq. Park,E 10 St. & Ave. B,,N,40.7268,-73.9807
M037,Wallenburg Playground,W. 189 St. & Amsterdam Ave.,,N,40.8533,-73.9267
M125C,West 4th St. Courts,W. 4th St. & 6th Avenue,,N,40.7311,-74.0011
M148,White Playground,E. 105 St. & Lexington Ave.,,N,40.7919,-73.9459
M110,William McCray Playground,138 St. between Lenox and 5 Ave.,,N,40.8157,-73.938
M234,Wright Brothers / PS 28,St. Nicholas Ave. & W. 156 St.,,N,40.8317,-73.942
Q099,Albert H. Mauro,Park Dr. East & 73 Terrace,3.0,N,40.724,-73.8275
Q356,Alley Playground/PS 213,230th St. & 67th Ave.,2.0,N,40.7471,-73.745
Q319,Annadale Playground,"Yellowstone Blvd., 65 Rd. & 65 Ave",2.0,N,40.731,-73.8519
Q313,Arverne Playground,Averne Blvd. & Beach 55 St.,3.0,N,40.5927,-73.785
Q397,Auburndale Playground,35 Ave. between 171 and 172 Sts.,2.0,N,40.7656,-73.7944
Q357B01,Barrier Playground,"102 St., 62 Ave. & Yellowstone Blvd.",2.0,N,40.7362,-73.8549
Q399,Bay Terrace Playground/PS 169,NE Corner of 212 St. & 23Ave.,1.0,N,40.7821,-73.7776
Q007,Bayswater Park,Beach Channel Dr. & Beach 32 St.,3.0,N,40.5992,-73.7674
Q326,Bland Playground,40 Rd. & Prince St.,1.0,N,40.7583,-73.8309
Q006,Bowne Park,"32 Ave., 29 Ave. and 155 to 159 Sts.",1.0,N,40.7703,-73.8058
Q308,Bowne Playground,Sanford Ave. & Union St.,2.0,N,40.7581,-73.8249
Q379,Briarwood Playground,148 St. & 85 Ave.,3.0,N,40.71,-73.8113
Q460,Broad Channel,Cross Bay Blvd. & E 16 Rd.,3.0,N,40.6012,-73.8197
Q366,Bulova Park,W/S 77 St. and N/S 25 Ave.,1.0,N,40.763,-73.8921
Q012,Buz O' Rourke P/G,33 Ave. & 214 Pl.,,N,40.771,-73.7712
Q361,C.C. Moore Homestead Park,82 St. & Broadway,2.0,N,40.7418,-73.8819
Q347,Cadwaller Colden Playground,Union St. & 31 Rd.,2.0,N,40.77,-73.8274
Q300,Capt. Mario Fajardo,Kissena Blvd. & Booth Memorial Blvd.,2.0,N,40.7437,-73.8147
Q376,Cedar Grove Playground (P.S. 218),Main St. & Gravett Rd.,4.0,N,40.7361,-73.8244
Q386,Centerville,"96 St., Centerville St. and Albert Rd.",1.0,N,40.6705,-73.8395
Q346,Challenge Playground,251 St. & 63 Ave.,1.0,N,40.7561,-73.7275
Q390,Clintonville Playground/JHS 194,Clintonville St. between 17 Ave. and 17 Rd.,6.0,N,40.783,-73.8074
Q457,College Point Park,College Pt. Blvd. & 14 Ave.,3.0,N,40.7854,-73.8464
Q450,Corona Golf,46 Ave. & 111 St.,5.0,N,40.7474,-73.855
Q360J,Crowley,84 St. & 57 Ave.,3.0,N,40.7296,-73.8793
Q021,Cunningham Park - Upper Playground,196 Pl. & Union Turnpike,2.0,N,40.7262,-73.7753
Q373,East Elmhurst Playground,25 Ave. & 98 St.,5.0,N,40.7651,-73.8701
Q419,Edward Hart Playground,147 St. between 26 and 27 Aves.,4.0,N,40.774,-73.8186
Q304,Ehrenreich-Austin St. Playground,Austin St. between 76 Ave. & 76 Dr.,2.0,N,40.7151,-73.8364
Q342,Electrichester Houses Playground/Electric Playground,65 Ave. & 164 St.,1.0,N,40.7363,-73.8051
Q344,Emerald Playground/PS 200,71 Ave. & 164 St.,3.0,N,40.7314,-73.8059
Q053,Equity Park,88 Ave. & 91 St.,2.0,N,40.6914,-73.8533
Q302,Evergreen Park,St. Felix Ave. and Seneca Ave.,,N,40.6975,-73.897
Q221,Farm Playground/PS 26,73 Ave. & 196 St.,2.0,N,40.7352,-73.7774
Q337,Fitzgerald Playground,Atlantic Ave. & 94 Ave.,3.0,N,40.6901,-73.8399
Q086,Flushing Fields,"Bayside Ave., 25 Ave. and 149 to 150 Sts.",2.0,N,40.7756,-73.8173
Q099,Flushing Meadows Corona Park Meadow Lake East,W/S of Meadow Lake & Grand Central Pkwy.,,N,,
Q015,Forest Park,"108 St., Myrtle Ave. & Park Lane South",,N,40.7026,-73.8686
Q015,Forest Park,Woodhaven Blvd. & Forest Park Dr.,,N,40.7015,-73.8559
Q015,Forest Park,80 St. & Myrtle Ave.,2.0,N,40.7025,-73.8684
Q015,Forest Park (Sobelsohn P/G),Park Lane S. & Abingdon Rd.,,N,40.7101,-73.8353
Q126,Francis Lewis Park,"3 Ave., 147 St. and E River",,Y,40.7965,-73.8249
Q381,Francis Lewis Playground,42 Ave. & Francis Lewis Blvd.,3.0,N,40.7603,-73.7837
Q098,Frank D. O'Connor Playground,78 St & Broadway,3.0,N,40.7439,-73.8868
Q445,Frank Golden Playground,136 St & 20 Ave.,1.0,N,40.7845,-73.833
Q119,Frederick B. Judge,"111 Ave., 134 to 135 Sts. and Lincoln Sts.",2.0,N,40.6828,-73.808
Q089B,George U. Harvey,15 to 20 Aves. and E/O Whitestone Expwy.,2.0,N,40.7821,-73.8239
Q085,Gorman Park,30 Ave. btwn. 84 & 85 Sts.,4.0,N,40.7623,-73.8842
Q367,Hammel Playground,Beach 83 St. & Rockaway Beach Blvd.,2.0,N,40.5881,-73.8091
Q408,Harold Schneiderman/PS 232,155 Ave. between 84 and 85 Sts.,2.0,N,40.6651,-73.8502
Q020,Highland Park Lower,Jamaica Ave. & Cleveland St.,4.0,N,40.6838,-73.8869
Q020,Highland Park Upper,Highland Blvd. & Heath Pl.,1.0,N,40.6829,-73.8927
Q360N,Hoffman,Hoffman Dr. & Seabury St.,3.0,N,40.7328,-73.8718
Q300B,Holy Cow Playground,Peck Ave. & Harding Blvd.,5.0,N,40.7418,-73.7776
Q220G,Hoover,Manton St. & 83 Ave.,3.0,N,40.7119,-73.8212
Q428,Horace Harding Playground/PS 206,62 Dr. between 97 Pl. & 98 St.,,N,40.7332,-73.8605
Q001,Horatio P/G,Horatio Pkwy. & 228th St.,,N,40.7588,-73.7544
Q391,Joe Austin,164 Pl. & Grand Central Parkway,2.0,N,40.7158,-73.8013
Q285,John Adams,"133 Ave., 101-103 Sts.",2.0,N,40.6771,-73.8357
Q305,Joseph F. Mafera Park,65 Pl. & Catalpa Ave. & 68 Ave.,2.0,N,40.7062,-73.8912
Q094,Joseph P. Addabbo Playground,North Conduit Ave. between 81 and 82 Sts.,1.0,Y,40.6734,-73.854
Q122,Junction Playground,"96 St., 34 Ave. & Junction Blvd.",2.0,N,40.7545,-73.872
Q102,Juniper North Playground,80 St. & Juniper Blvd. North,1.0,N,40.7209,-73.8771
Q102,Juniper South Playground,74 St. & Juniper Blvd. South,1.0,N,40.7182,-73.8834
Q300A,Kissena Corridor East,Peck & Underhill Aves.,1.0,N,40.7445,-73.7874
Q024,Kissena Park/164 St. P/G,164 St. opposite Lithonia Ave.,1.0,N,40.7482,-73.8032
Q300,Lawrence St.,"Lawrence St., College Point Blvd. and Queens Botanical Gardens",1.0,N,40.7484,-73.834
Q096E,Lefferts,North Conduit Ave. and 120 to 122 Sts.,2.0,N,40.6654,-73.8209
Q128,London Planetree,"88th St., Atlantic Ave, & 95 Ave.",1.0,N,40.6861,-73.853
Q415,Louis Armstrong Playground/PS 143,37 Ave. btwn. 112 & 113 Sts.,2.0,N,40.7549,-73.8556
Q369,Louis Pasteur Park/JHS 67,248 St. & 51 Ave.,,N,40.762,-73.7352
Q009,MacNeil Park,Poppenhusen Ave. and 119 St.,1.0,Y,40.7934,-73.8516
Q211,Maple Playground,Maple Ave. & Kissena Blvd.,1.0,N,40.7556,-73.8261
Q364,Marie Curie Park,211 St. & 47 Ave.,1.0,N,40.757,-73.7712
Q041,Newtown Playground,92 St. & 56 Ave.,,N,40.7363,-73.8695
Q363,Northern Playground,Northern BLvd. & 90th St.,6.0,N,40.756,-73.8744
Q400,Oakland Gardens Playground/PS 203,54 Ave. & Springfield Blvd.,3.0,N,40.7536,-73.7598
Q162I,O'Dohonue Park,Beach 20-17 St. & Seagirt Blvd.,,N,,
Q092,P.O. Edward Byrne Park,"North Conduit Ave., 134 to 135 Sts. and 135 Ave.",2.0,N,40.6673,-73.8076
Q118,P.O. Nicholas DeMutis Park,Liberty Ave. and 101 to 102 Sts.,1.0,N,40.6818,-73.8392
Q026,Park of the Americas,104 St. & 41 Ave.,1.0,N,40.7487,-73.8614
Q334,Playground 21,"163 to 166 Sts., 21 Ave. and 21 Rd.",1.0,N,40.7781,-73.7984
Q377,Playground 62/PS 220,Yellowstone Blvd. between 62 Ave. & 62 Rd.,5.0,N,40.736,-73.8536
Q354,Playground 75/PS 154,75 Ave. & 160 St.,3.0,N,40.7264,-73.8081
Q362,Playground Ninety,Northern Blvd. & 90 St.,2.0,N,40.757,-73.8785
Q329,Pomonok,65 Ave. & Kissena Blvd.,4.0,N,40.7357,-73.8141
Q011,Poppenhusen Playground,20 Ave btwn 123rd & 124th Sts,1.0,N,40.781,-73.8444
Q316,PS 46,64 Ave. & 218 St.,,N,40.7558,-73.7646
Q212,Queens Valley Playground,137 St. & 77 Ave.,,N,40.7219,-73.8237
Q300,Rachel Carlson Park,Colden St. & Juniper Ave.,1.0,N,40.7489,-73.8222
Q300,Rachel Carson Playground,Colden St. & Juniper Ave.,,N,,
Q103,Raymond M. O'Connor Field,33 Ave. & 210 St.,1.0,N,40.7717,-73.7798
Q357B,Real Good Park,"Long Island Expressway, 99 St. & 62 Ave.",3.0,N,40.7359,-73.8568
Q345,Redfern Playground,Redfern Ave & Beach 12 St.,1.0,N,40.6113,-73.7491
Q162,Rockaway Beach,Beach 82 & Shore Front Pkwy.,2.0,N,40.586,-73.8071
Q371,Rockaway Community Playground,Almeda Avenue,3.0,N,40.5983,-73.7837
Q414,Rocket Park/JHS 202,"North Conduit Ave., Arion Rd. and 149 Ave.",1.0,N,40.6706,-73.8462
Q335,Russell Sage Playground,68 Ave. & Booth to Austin sts,,N,40.7236,-73.8518
Q422,Seaside Playground,Rockaway Beach Blvd. & B109-110 Sts.,3.0,N,40.5809,-73.8308
Q021C,Seven Gables Playground,210 St. & Oceania St.,4.0,N,40.7441,-73.7664
Q024,Seven Seas Sports Courts/Four Winds P/G,Booth Memorial Blvd. & 160 St.,3.0,N,40.7424,-73.8079
Q300,Silent Springs Playground,Colden St. & Geranium Ave.,1.0,N,40.7502,-73.8233
Q129,Smokey Oval Playground,"Atlantic, 95 Ave., and 125 St.",2.0,N,40.6943,-73.8208
Q303,Travers Park,"78 St, , S/O Northern Blvd.",2.0,N,40.754,-73.8894
Q099,Triassic Playground,Jewel Ave. & Van Wyck Expressway,2.0,N,40.7297,-73.835
Q294,Utopia,Utopia Pkwy. & Jewel Ave.,2.0,N,40.7305,-73.7932
Q336,Vleigh Place Playground/PS 165,Union Turnpike & 141 St.,1.0,N,40.7185,-73.8204
Q421,Walter Ward Playground/PS 207,89 St. & 160 Ave.,3.0,N,40.6578,-73.8438
Q343,Whitestone Playground/PS 193,152 St. between 11 and 12 Aves.,1.0,N,40.7922,-73.8082
Q375,Willets Pt. Playground/PS 209,165 St. btwn. 16 Ave & 16 Rd.,,N,40.7836,-73.7962
Q348,Willow Lake Playground,Grand Central Pkwy between 71 & 72 Aves.,1.0,N,40.723,-73.8372
Q099,World&rsquo;s Fair Playground,62 Dr. and Grand Central Pkwy.,1.0,N,40.7374,-73.8456
Q425,Yellowstone Municipal Park,Yellowstone Blvd. between 68 Ave. & 68 Rd.,1.0,N,40.7264,-73.8478
R033,Abraham Levy Memorial Park,Jewett & Castleton Ave.,,N,40.634,-74.1287
R062,Arrochar Playground (PS 39),Sand Lane & McFarland Ave.,,N,40.5978,-74.0706
R034,Austin J McDonald Playground,Forest & Myrtle Aves.,,N,40.6297,-74.1151
R072,Clawson Playground (PS 50),Adelaide Ave. & Clawson Rd.,,N,40.5603,-74.1239
R005,Clove Lakes Park,"Slosson Ave, Victory Blvd. and Clove Rd.",,N,40.616,-74.1054
R086,Davis Playground (PS 31),Layton & Bismark Ave.,,N,40.6421,-74.0859
R087,Dongan Playground (PS 52),"Mason, Buel & Dongan Hill Aves.",,N,40.5826,-74.089
R090,Lieutenant John H. Martinson Playground,Osborne St. & Preston Ave.,,N,40.5365,-74.1628
R046,FDR Boardwalk & Beach,Miller Field & Greely Ave.,,Y,40.5687,-74.0912
R067,Cesar Sanchez Basketball Courts,Dongan Hills Ave. & SIRR,,N,40.5863,-74.1006
R026,Gerard P Dugan Playground,"Mill Rd., Weed Ave., and Tysens Lane",,N,40.5608,-74.1102
R068,The Big Park,Grandview Ave. & Continental Pl.,,N,40.6312,-74.1651
R071,Great Kills Park (PS 8),Hillcrest Ave. & Highmount Rd.,,N,40.5471,-74.1518
R089,Greencroft Playground (PS 53),"Redgrave, Greencroft St., Ainsworth Ave., and Durant Ave.",,N,40.552,-74.1368
R036,Harbor Playground,Harbor Rd. & Richmond Terrace,,N,40.6366,-74.1604
R037,Ikefugi Playground,Winter & Bismark Aves.,,N,40.6387,-74.0837
R114,Jennifer's Playground,"Jules Dr., Elson Ct., and Regis Dr.",,N,40.62,-74.1635
R125,Luis Lopez Playground,"Targee St., Palma Dr., and Oder Ave.",,N,40.6118,-74.0849
R076,Markham Playground,"Willowbrook Pkwy., Forest Ave. and Houston St.",,N,40.6237,-74.1456
R025,Michael J Mahoney Memorial Playground.,"Beechwood Ave., Crescent St. and Cleveland St.",,N,40.6431,-74.086
R038A,Midland Field (JHS 2),"Midland, Mason, and Bedford Aves.",,N,40.577,-74.0995
R073,Naples Playground (PS 48),Targee St. & Naples St.,,N,40.6027,-74.0907
R035,Nicholas De Matti Playground,Tompkins Ave. & Chestnut St.,,N,40.6145,-74.0742
R063,Old Town Playground,Parkinson Ave. & Kramer St.,,N,40.5954,-74.0814
R053,Park,Richmond Pkwy & Vernon Blvd.,,N,40.533,-74.2021
R105,Prall Playground (IS 27),Elizabeth St. & Forest Ave.,,N,40.6288,-74.1183
R061,PS 14 & Stapleton Houses Plgd.,"Tompkins Ave, Broad, and Hill Sts.",,N,40.6229,-74.0796
R015,Randolph Walker Park,"Delafield Pl, Bard and Davis Aves.",,N,40.6431,-74.1103
R042,Reinhard E. Kaltenmeier Playground,Virginia Ave. & Anderson St.,,N,40.6146,-74.0682
R045,Schmul Park,Wild Ave & Pearson St.,,N,40.5899,-74.188
R069,Terrace/PS 35 Playground,"Foote Ave., Howard Ave., and Martha St.",,N,40.6136,-74.0986
R064,Christopher J. Igneri Playground,Schmidts Lane & Manor Rd.,,N,40.6087,-74.1191
Q448,Roy Wilkins Recreation Center,177th Street & Baisley Boulevard,4.0,,40.6862,-73.7698
M260,Chelsea Recreation Center,West 25 Street and 10 Avenue,,,40.7483,-74.0022
X261,West Bronx Recreation Center,West 172 Street between Nelson Avenue & Jesup Street,3.0,,40.844,-73.9195
B145,Thomas Greene Playground,Third Avenue at Douglass Street,,,40.6804,-73.9852
Q106,Daniel M. O'Connell Playground,"197 St., 196 St. Bet. 113 Ave. And Murdock Ave.",2.0,,40.6997,-73.758
Q005,157th St. Playground,157th Street & 116th. Avenue,4.0,,40.6846,-73.7868
X244,Grand Playground,W. 181 St. between Grand Ave. and Davidson St.,1.0,,40.8561,-73.9072
X264,The Field of Dreams,E. 167 St between Southern Blvd. and Simpson St.,1.0,Y,40.8266,-73.8923
X271,Grant Park,Grant Avenue between E. 169 and E. 170 Streets,1.0,,40.8364,-73.9136
X295,Half-Nelson Playground,Nelson Av bet. Featherbed La and W 174 St,1.0,,40.8469,-73.9191
X113,Hunts Point Playground,Spofford Av bet. Faile St and Hunts Point Av,3.0,,40.814,-73.8861
X260,Julio Carballo Fields,Lafayette Avenue and Barretto Street,1.0,,40.8162,-73.8896
M308,Washington Market Park,Chambers St. between Greenwich St. and West St.,2.0,,40.7171,-74.012
M064,Lillian D Wald Playground,"Cherry St, Montgomery St and Gouverneur St",,,40.7121,-73.9842
Q471,Hunter's Point South Park,,1.0,N,,
Q031,Windmuller Park,"52 St., Woodside Ave. bet. 39 Rd. and 39 Dr.",2.0,N,40.7476,-73.9114
B431,Brooklyn Bridge Park,Pier 2,5.0,,40.6992,-73.9983
B139,Heckscher Playground,Linden Street and Central Avenue,2.0,,,
Q332,Woodtree Playground,20th Avenue Between 37th & 38th Sts.,3.0,Y,40.7772,-73.9031
B102,"Christopher ""Biggie"" Wallace Courts",Fulton Street & Classon Avenue,2.0,Y,40.6817,-73.9595
Q205A,Big Bush Park,61st Street and Brooklyn Queens Expressway,1.0,,,
Q205A,Big Bush Park,61st Street and Brooklyn Queens Expressway,1.0,,,
Q014,Astoria Heights Playground,"Back of Horace Greeley Middle School (I.S. 10), between 45th and 46th Street",2.0,,,
Q014,Astoria Heights Playground,"Back of Horace Greeley Middle School (I.S. 10), between 45th and 46th Street",2.0,,,
B223R,Green Grass Courts,Marcy Ave & Hope St,2.0,Y,40.7133,-73.9546
B132,Justice Gilbert Ramirez Park,McKibbin St. bet. White St. and Bogart St.,2.0,Y,40.706,-73.9343
Q360U,Bridge and Tunnel Park,"Tunnel Plaza, 50 Ave, 11 St",1.0,N,40.7419,-73.9515
X287,Ogden Plimpton Playground,Plimpton Ave. & West 170th St.,1.0,Y,40.8419,-73.9239
M273,Othmar Ammann Playground,East 124th St. & 1st Ave.,2.0,Y,40.8015,-73.9322
B017,Bushwick Playground,Knickerbocker Avenue & Putnam Avenue,3.0,Y,40.6957,-73.9118
Q066C,Triborough Bridge Playground C,23rd St & Hoyt Ave,1.0,Y,40.774,-73.9225
B095,Ennis Playground,12th Street between Second Avenue and Third Avenue,1.0,,,
Q141,Murray Playground,11th Street between 45th Avenue & 45th Road,2.0,Y,40.7476,-73.9496
M304,West 186th Street Basketball Courts,West 186th St. between Audubon Ave. & St. Nicholas Ave.,2.0,Y,40.8521,-73.9308
B266,Star Spangled Playground,Location: Franklin Avenue and Willoughby Avenue,1.0,,,
X147A,Starlight Park,Sheridan Expressway & E. 174th St.,1.0,Y,40.8339,-73.8819
X307,Barretto Point Park,Viele Ave and Casanova St,2.0,N,,
B219,Callahan-Kelly Playground,Sackman St between Truxton St & Fulton St,3.0,,40.6783,-73.9055
X092,Woodlawn Basketball Courts,Van Cortlandt Park East between Kepler Avenue and Oneida Avenue,2.0,,,
X092,Classic Playground Basketball Courts,Van Cortlandt Park South and Gouverneur Avenue,2.0,,,
X019,Ewen Park,"Riverdale to Johnson avenues, south of West 232nd Street",2.0,,40.8831,-73.9099
X004,Olinville Playground,E. 219th Street & Bronx Blvd,1.0,Y,40.8837,-73.8672
R085,E.M.T. Christopher J. Prescott Playground,Edith Ave. at Irvington St.,1.0,,40.5227,-74.1864
R106,Bloomingdale Park,"Richmond Pkwy., West Shore Expw., Lenevar Ave., Ramona Ave.",1.0,N,40.5351,-74.2102
R038,Midland Playground,"Mason Ave., Midland Ave",2.0,,40.5751,-74.0989
